model,mode,snr_gt,freq_true,mse_vs_clean,mae_vs_clean,crps_vs_clean,spectral_mse,peak_freq_error,sfer,mse_vs_noisy,mae_vs_noisy
moirai,zero_shot,0.15966131,6.914603,4.314823,1.638314,1.9020364,1217503.8951657487,6.914603233337402,0.22436759,52.88922,5.901241
moirai,zero_shot,0.13561925,7.5403395,2.0366096,1.1487039,1.175271,171212.64454717468,7.540339469909668,0.15498571,20.151627,3.490665
moirai,zero_shot,0.20716396,3.7458997,2.5693336,1.304033,1.1942807,433092.7678566741,3.7458996772766113,0.24003841,17.851189,3.3023582
moirai,zero_shot,0.08190335,4.9941254,3.0406508,1.3352576,1.7666683,244588.83995903973,10.505874633789062,0.08056181,34.271873,4.881506
moirai,zero_shot,0.09148652,7.841148,7.0752993,2.1929462,1.8459476,54864311.03721569,7.8411478996276855,0.039521944,37.376926,4.7922688
moirai,zero_shot,0.12916322,5.661106,6.253294,2.135037,1.7140064,72239474.1293509,5.661106109619141,0.058915906,27.750671,4.2953215
moirai,zero_shot,0.20242794,7.1958237,3.3668952,1.4485248,1.5457962,580749.8752080936,7.195823669433594,0.3104922,23.884417,3.930979
moirai,zero_shot,0.09438323,7.3984094,5.4622545,1.9862812,1.7365835,39638788.16517449,7.398409366607666,0.045963064,30.157787,4.4708805
moirai,zero_shot,0.16492674,6.4670353,3.4585516,1.452564,1.5319633,948834.800581519,6.467035293579102,0.19323324,22.92842,3.916871
moirai,zero_shot,0.09865667,8.51604,5.9903646,2.0206518,1.8706965,33697357.96040844,8.516039848327637,0.06351746,48.76614,5.5942297
moirai,zero_shot,0.08840779,2.372348,11.696282,2.8960109,2.2520137,244701636.46232778,2.3723480701446533,0.017580224,31.973278,4.346873
moirai,zero_shot,0.39880845,7.1866393,0.8008265,0.7153027,0.71796274,135970.8265795818,6.686639308929443,0.7000501,4.4115644,1.6469581
moirai,zero_shot,0.12876809,9.721473,2.6888452,1.338936,1.4787652,837913.8234485318,9.72147274017334,0.14189757,26.833931,4.0898767
moirai,zero_shot,0.19161075,4.5085287,3.0535889,1.4297948,1.5770109,1749886.1486041537,4.508528709411621,0.30796444,31.609951,4.5464725
moirai,zero_shot,0.16452414,5.5895157,5.923875,1.9655018,1.7589858,18014270.241215724,5.589515686035156,0.17296849,40.740433,5.0328293
moirai,zero_shot,0.11870902,7.7186356,6.5815487,2.0557842,1.9346002,21073204.894693095,7.718635559082031,0.08733184,46.03262,5.6074357
moirai,zero_shot,0.10377449,4.131706,2.529684,1.3254116,1.4738272,251699.802003069,4.131706237792969,0.1258878,33.989677,4.7046623
